SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE
Pternistis harwoodi,Harwood's Spurfowl,harfra4
Pternistis swainsonii,Swainson's Spurfowl,swafra2
Pternistis leucoscepus,Yellow-necked Spurfowl,yenspu1
Pternistis rufopictus,Gray-breasted Spurfowl,gybfra1
Pternistis afer,Red-necked Spurfowl,renfra1
Columba livia,Rock Pigeon,rocpig
Columba rupestris,Hill Pigeon,hilpig1
Columba leuconota,Snow Pigeon,snopig1
Columba guinea,Speckled Pigeon,spepig1
Columba albitorques,White-collared Pigeon,whcpig1
Columba oenas,Stock Dove,stodov1
Columba eversmanni,Yellow-eyed Pigeon,pabpig1
Columba oliviae,Somali Pigeon,sompig1
Columba palumbus,Common Wood-Pigeon,cowpig1
Columba trocaz,Trocaz Pigeon,tropig1
Columba bollii,Bolle's Pigeon,bolpig1
Columba unicincta,Afep Pigeon,afepig1
Columba junoniae,Laurel Pigeon,laupig1
Columba arquatrix,Rameron Pigeon,rampig1
Columba sjostedti,Cameroon Pigeon,campig1
Columba thomensis,Maroon Pigeon,marpig1
Columba delegorguei,Eastern Bronze-naped Pigeon,delpig1
Columba iriditorques,Western Bronze-naped Pigeon,brnpig1
Columba malherbii,Sao Tome Pigeon,satpig1
Columba thiriouxi,Mauritius Wood-Pigeon,mauwop1
Columba pollenii,Comoro Pigeon,compig1
Columba hodgsonii,Speckled Wood-Pigeon,spwpig1
Columba albinucha,White-naped Pigeon,whnpig1
Columba pulchricollis,Ashy Wood-Pigeon,aswpig1
Columba elphinstonii,Nilgiri Wood-Pigeon,niwpig1
Columba torringtoniae,Sri Lanka Wood-Pigeon,ceywop1
Columba punicea,Pale-capped Pigeon,pacpig1
Columba argentina,Silvery Wood-Pigeon,siwpig1
Columba palumboides,Andaman Wood-Pigeon,anwpig1
Columba janthina,Black Wood-Pigeon,jawpig1
Columba jouyi,Ryukyu Pigeon,ryupig1
Columba versicolor,Bonin Pigeon,bonpig1
Columba vitiensis,Metallic Pigeon,metpig1
Columba leucomela,White-headed Pigeon,whhpig1
Columba pallidiceps,Yellow-legged Pigeon,yelpig1
Aplopelia larvata,Lemon Dove,lemdov2
Patagioenas cayennensis,Pale-vented Pigeon,pavpig2
Patagioenas speciosa,Scaled Pigeon,scapig2
Patagioenas squamosa,Scaly-naped Pigeon,scnpig1
Patagioenas picazuro,Picazuro Pigeon,picpig2
Patagioenas corensis,Bare-eyed Pigeon,baepig2
Patagioenas maculosa,Spot-winged Pigeon,spwpig3
Patagioenas leucocephala,White-crowned Pigeon,whcpig2
Patagioenas flavirostris,Red-billed Pigeon,rebpig1
Patagioenas inornata,Plain Pigeon,plapig
Patagioenas fasciata,Band-tailed Pigeon,batpig1
Patagioenas araucana,Chilean Pigeon,chipig2
Patagioenas caribaea,Ring-tailed Pigeon,ritpig
Patagioenas oenops,Peruvian Pigeon,perpig2
Patagioenas plumbea,Plumbeous Pigeon,plupig2
Patagioenas subvinacea,Ruddy Pigeon,rudpig
Patagioenas nigrirostris,Short-billed Pigeon,shbpig
Patagioenas goodsoni,Dusky Pigeon,duspig2
Ectopistes migratorius,Passenger Pigeon,paspig
Nesoenas picturatus,Malagasy Turtle-Dove,matdov1
Nesoenas mayeri,Pink Pigeon,pinpig2
Nesoenas cicur,Mauritius Turtle-Dove,mautud1
Nesoenas rodericanus,Rodrigues Turtle-Dove,rodtud1
Streptopelia turtur,European Turtle-Dove,eutdov
Streptopelia lugens,Dusky Turtle-Dove,dutdov1
Streptopelia hypopyrrha,Adamawa Turtle-Dove,adtdov1
Streptopelia orientalis,Oriental Turtle-Dove,ortdov
Streptopelia bitorquata,Sunda Collared-Dove,iscdov1
Streptopelia dusumieri,Philippine Collared-Dove,phicod1
Streptopelia decaocto,Eurasian Collared-Dove,eucdov
Streptopelia xanthocycla,Burmese Collared-Dove,eurcod2
Streptopelia roseogrisea,African Collared-Dove,afcdov1
Streptopelia reichenowi,White-winged Collared-Dove,wwcdov1
Streptopelia decipiens,Mourning Collared-Dove,afmdov1
Streptopelia semitorquata,Red-eyed Dove,reedov1
Streptopelia capicola,Ring-necked Dove,rindov
Streptopelia vinacea,Vinaceous Dove,vindov1
Streptopelia tranquebarica,Red Collared-Dove,recdov1
Spilopelia chinensis,Spotted Dove,spodov
Spilopelia senegalensis,Laughing Dove,laudov1
Macropygia unchall,Barred Cuckoo-Dove,bacdov1
Macropygia phasianella,Brown Cuckoo-Dove,brcdov1
Macropygia macassariensis,Flores Sea Cuckoo-Dove,ducdov1
Macropygia magna,Timor Cuckoo-Dove,timcud1
Macropygia timorlaoensis,Tanimbar Cuckoo-Dove,tancud1
Macropygia amboinensis,Amboyna Cuckoo-Dove,sbcdov1
Macropygia doreya,Sultan's Cuckoo-Dove,sulcud1
Macropygia rufipennis,Andaman Cuckoo-Dove,ancdov1
Macropygia tenuirostris,Philippine Cuckoo-Dove,phcdov1
Macropygia emiliana,Ruddy Cuckoo-Dove,rucdov1
Macropygia cinnamomea,Enggano Cuckoo-Dove,engcud1
Macropygia modiglianii,Barusan Cuckoo-Dove,barcud1
Macropygia nigrirostris,Black-billed Cuckoo-Dove,bbcdov1
Macropygia mackinlayi,Spot-breasted Cuckoo-Dove,macdov1
Macropygia ruficeps,Little Cuckoo-Dove,licdov1
Reinwardtoena reinwardti,Great Cuckoo-Dove,grcdov2
Reinwardtoena browni,Pied Cuckoo-Dove,picdov1
Reinwardtoena crassirostris,Crested Cuckoo-Dove,crcdov1
Turacoena manadensis,White-faced Cuckoo-Dove,wfcdov1
Turacoena sulaensis,Sula Cuckoo-Dove,sulcud2
Turacoena modesta,Slaty Cuckoo-Dove,slacud1
Turtur chalcospilos,Emerald-spotted Wood-Dove,eswdov1
Turtur abyssinicus,Black-billed Wood-Dove,bbwdov1
Turtur afer,Blue-spotted Wood-Dove,bswdov1
Turtur tympanistria,Tambourine Dove,tamdov1
Turtur brehmeri,Blue-headed Wood-Dove,bhwdov1
Oena capensis,Namaqua Dove,namdov1
Chalcophaps indica,Asian Emerald Dove,emedov2
Chalcophaps longirostris,Pacific Emerald Dove,emedov3
Chalcophaps stephani,Stephan's Dove,stedov1
Henicophaps albifrons,New Guinea Bronzewing,negbro1
Henicophaps foersteri,New Britain Bronzewing,nebbro1
Pampusana hoedtii,Wetar Ground Dove,wegdov1
Pampusana stairi,Shy Ground Dove,frgdov1
Pampusana sanctaecrucis,Santa Cruz Ground Dove,scgdov1
Pampusana salamonis,Thick-billed Ground Dove,tbgdov1
Pampusana ferruginea,Tanna Ground Dove,tangrd1
Pampusana beccarii,Bronze Ground Dove,brgdov1
Pampusana canifrons,Palau Ground Dove,pagdov1
Pampusana jobiensis,White-bibbed Ground Dove,wbgdov1
Pampusana rubescens,Marquesan Ground Dove,margrd1
Pampusana kubaryi,Caroline Islands Ground Dove,cigdov1
Pampusana erythroptera,Polynesian Ground Dove,pogdov1
Pampusana xanthonura,White-throated Ground Dove,wtgdov1
Pampusana norfolkensis,Norfolk Ground Dove,norgrd1
Phaps chalcoptera,Common Bronzewing,combro1
Phaps elegans,Brush Bronzewing,brubro1
Phaps histrionica,Flock Bronzewing,flobro1
Ocyphaps lophotes,Crested Pigeon,crepig1
Geophaps plumifera,Spinifex Pigeon,spipig2
Geophaps scripta,Squatter Pigeon,squpig1
Geophaps smithii,Partridge Pigeon,parpig1
Petrophassa rufipennis,Chestnut-quilled Rock-Pigeon,cqrpig1
Petrophassa albipennis,White-quilled Rock-Pigeon,wqrpig1
Leucosarcia melanoleuca,Wonga Pigeon,wonpig1
Geopelia cuneata,Diamond Dove,diadov1
Geopelia striata,Zebra Dove,zebdov
Geopelia placida,Peaceful Dove,peadov1
Geopelia maugeus,Barred Dove,bardov2
Geopelia humeralis,Bar-shouldered Dove,basdov1
Columbina inca,Inca Dove,incdov
Columbina passerina,Common Ground Dove,cogdov
Columbina minuta,Plain-breasted Ground Dove,pbgdov1
Columbina talpacoti,Ruddy Ground Dove,rugdov
Columbina buckleyi,Ecuadorian Ground Dove,ecgdov1
Columbina squammata,Scaled Dove,scadov1
Columbina picui,Picui Ground Dove,pigdov1
Columbina cruziana,Croaking Ground Dove,crgdov1
Columbina cyanopis,Blue-eyed Ground Dove,begdov2
Claravis pretiosa,Blue Ground Dove,blgdov1
Paraclaravis mondetoura,Maroon-chested Ground Dove,mcgdov1
Paraclaravis geoffroyi,Purple-winged Ground Dove,pwgdov1
Metriopelia ceciliae,Bare-faced Ground Dove,bfgdov1
Metriopelia morenoi,Bare-eyed Ground Dove,begdov1
Metriopelia melanoptera,Black-winged Ground Dove,bwgdov1
Metriopelia aymara,Golden-spotted Ground Dove,gsgdov1
Uropelia campestris,Long-tailed Ground Dove,ltgdov1
Starnoenas cyanocephala,Blue-headed Quail-Dove,bhqdov1
Geotrygon purpurata,Purple Quail-Dove,sapqud1
Geotrygon saphirina,Sapphire Quail-Dove,sapqud2
Geotrygon versicolor,Crested Quail-Dove,crqdov1
Geotrygon montana,Ruddy Quail-Dove,ruqdov
Geotrygon violacea,Violaceous Quail-Dove,viqdov1
Geotrygon caniceps,Gray-fronted Quail-Dove,gfqdov
Geotrygon leucometopia,White-fronted Quail-Dove,wfqdov
Geotrygon chrysia,Key West Quail-Dove,kwqdov
Geotrygon mystacea,Bridled Quail-Dove,brqdov1
Leptotrygon veraguensis,Olive-backed Quail-Dove,obqdov1
Leptotila verreauxi,White-tipped Dove,whtdov
Leptotila jamaicensis,Caribbean Dove,cardov1
Leptotila cassinii,Gray-chested Dove,grcdov1
Leptotila conoveri,Tolima Dove,toldov1
Leptotila ochraceiventris,Ochre-bellied Dove,ocbdov1
Leptotila plumbeiceps,Gray-headed Dove,gyhdov1
Leptotila rufaxilla,Gray-fronted Dove,grfdov1
Leptotila wellsi,Grenada Dove,gredov1
Leptotila pallida,Pallid Dove,paldov1
Leptotila megalura,Large-tailed Dove,latdov1
Zentrygon carrikeri,Tuxtla Quail-Dove,tuqdov1
Zentrygon costaricensis,Buff-fronted Quail-Dove,bfqdov1
Zentrygon lawrencii,Purplish-backed Quail-Dove,pbqdov1
Zentrygon albifacies,White-faced Quail-Dove,wfqdov1
Zentrygon frenata,White-throated Quail-Dove,wtqdov1
Zentrygon linearis,Lined Quail-Dove,liqdov1
Zentrygon chiriquensis,Chiriqui Quail-Dove,chqdov1
Zentrygon goldmani,Russet-crowned Quail-Dove,rcqdov1
Zenaida meloda,West Peruvian Dove,wepdov1
Zenaida asiatica,White-winged Dove,whwdov
Zenaida aurita,Zenaida Dove,zendov
Zenaida galapagoensis,Galapagos Dove,galdov1
Zenaida auriculata,Eared Dove,eardov1
Zenaida macroura,Mourning Dove,moudov
Zenaida graysoni,Socorro Dove,socdov1
Caloenas nicobarica,Nicobar Pigeon,nicpig1
Caloenas maculata,Spotted Green Pigeon,spgpig1
Raphus cucullatus,Dodo,dodo1
Pezophaps solitaria,Rodrigues Solitaire,rodsol2
Gallicolumba tristigmata,Sulawesi Ground Dove,sugdov1
Gallicolumba rufigula,Cinnamon Ground Dove,cigdov2
Gallicolumba platenae,Mindoro Bleeding-heart,mibhea2
Gallicolumba keayi,Negros Bleeding-heart,nebhea1
Gallicolumba menagei,Sulu Bleeding-heart,subhea1
Gallicolumba luzonica,Luzon Bleeding-heart,lubhea1
Gallicolumba crinigera,Mindanao Bleeding-heart,minblh1
Microgoura meeki,Choiseul Pigeon,chopig1
Trugon terrestris,Thick-billed Ground-Pigeon,tbgpig2
Otidiphaps nobilis,Pheasant Pigeon,phepig1
Goura cristata,Western Crowned-Pigeon,wecpig1
Goura sclaterii,Sclater's Crowned-Pigeon,soucrp1
Goura scheepmakeri,Scheepmaker's Crowned-Pigeon,soucrp2
Goura victoria,Victoria Crowned-Pigeon,vicpig1
Didunculus strigirostris,Tooth-billed Pigeon,tobpig1
Phapitreron leucotis,White-eared Brown-Dove,whedov1
Phapitreron amethystinus,Amethyst Brown-Dove,amedov1
Phapitreron brunneiceps,Mindanao Brown-Dove,daedov2
Phapitreron cinereiceps,Tawitawi Brown-Dove,daedov3
Treron olax,Little Green-Pigeon,ligpig1
Treron vernans,Pink-necked Green-Pigeon,pinpig3
Treron fulvicollis,Cinnamon-headed Green-Pigeon,cihpig1
Treron bicinctus,Orange-breasted Green-Pigeon,orbpig1
Treron pompadora,Sri Lanka Green-Pigeon,pogpig1
Treron affinis,Gray-fronted Green-Pigeon,pomgrp2
Treron chloropterus,Andaman Green-Pigeon,pomgrp4
Treron phayrei,Ashy-headed Green-Pigeon,pomgrp5
Treron axillaris,Philippine Green-Pigeon,pomgrp1
Treron aromaticus,Buru Green-Pigeon,pomgrp3
Treron curvirostra,Thick-billed Green-Pigeon,thbpig1
Treron griseicauda,Gray-cheeked Green-Pigeon,gycpig1
Treron teysmannii,Sumba Green-Pigeon,sugpig2
Treron floris,Flores Green-Pigeon,flgpig1
Treron psittaceus,Timor Green-Pigeon,timgrp1
Treron capellei,Large Green-Pigeon,lagpig1
Treron phoenicopterus,Yellow-footed Green-Pigeon,yefpig1
Treron waalia,Bruce's Green-Pigeon,brgpig1
Treron griveaudi,Comoro Green-Pigeon,madgrp2
Treron australis,Madagascar Green-Pigeon,madgrp1
Treron pembaensis,Pemba Green-Pigeon,pegpig1
Treron sanctithomae,Sao Tome Green-Pigeon,stgpig1
Treron seimundi,Yellow-vented Green-Pigeon,yevpig1
Treron apicauda,Pin-tailed Green-Pigeon,pitpig1
Treron calvus,African Green-Pigeon,afrgrp1
Treron oxyurus,Sumatran Green-Pigeon,gnspig1
Treron sphenurus,Wedge-tailed Green-Pigeon,wetpig1
Treron sieboldii,White-bellied Green-Pigeon,whbpig1
Treron formosae,Whistling Green-Pigeon,whgpig1
Megaloprepia formosa,Scarlet-breasted Fruit-Dove,sbfdov1
Megaloprepia magnifica,Wompoo Fruit-Dove,wofdov1
Ramphiculus marchei,Flame-breasted Fruit-Dove,fbfdov1
Ramphiculus merrilli,Cream-breasted Fruit-Dove,crbfrd1
Ramphiculus occipitalis,Yellow-breasted Fruit-Dove,ybfdov2
Ramphiculus fischeri,Red-eared Fruit-Dove,refdov1
Ramphiculus jambu,Jambu Fruit-Dove,jafdov1
Ramphiculus leclancheri,Black-chinned Fruit-Dove,bcfdov1
Ramphiculus mangoliensis,Sula Fruit-Dove,macfrd2
Ramphiculus gularis,Maroon-chinned Fruit-Dove,macfrd1
Ramphiculus subgularis,Banggai Fruit-Dove,macfrd3
Alectroenas pulcherrimus,Seychelles Blue-Pigeon,sebpig1
Alectroenas payandeei,Rodrigues Blue-Pigeon,rodblp1
Alectroenas sganzini,Comoro Blue-Pigeon,cobpig1
Alectroenas madagascariensis,Madagascar Blue-Pigeon,mabpig1
Alectroenas nitidissimus,Mauritius Blue-Pigeon,mabpig2
Ptilinopus luteovirens,Golden Dove,goldov1
Ptilinopus layardi,Whistling Dove,veldov1
Ptilinopus victor,Orange Dove,oradov1
Ptilinopus arcanus,Negros Fruit-Dove,nefdov1
Ptilinopus melanospilus,Black-naped Fruit-Dove,bknfrd1
Ptilinopus holosericea,Cloven-feathered Dove,clfdov1
Ptilinopus nainus,Dwarf Fruit-Dove,dwafrd1
Ptilinopus porphyreus,Pink-headed Fruit-Dove,phfdov1
Ptilinopus alligator,Black-banded Fruit-Dove,bbfdov2
Ptilinopus cinctus,Black-backed Fruit-Dove,bbfdov1
Ptilinopus dohertyi,Red-naped Fruit-Dove,rnfdov1
Ptilinopus superbus,Superb Fruit-Dove,sufdov1
Ptilinopus rivoli,White-breasted Fruit-Dove,whbfrd1
Ptilinopus speciosus,Geelvink Fruit-Dove,yebfrd1
Ptilinopus solomonensis,Yellow-bibbed Fruit-Dove,yebfrd2
Ptilinopus tannensis,Tanna Fruit-Dove,tafdov1
Ptilinopus iozonus,Orange-bellied Fruit-Dove,obfdov1
Ptilinopus eugeniae,White-headed Fruit-Dove,whfdov2
Ptilinopus viridis,Claret-breasted Fruit-Dove,cbfdov1
Ptilinopus hyogastrus,Gray-headed Fruit-Dove,gyhfrd1
Ptilinopus granulifrons,Carunculated Fruit-Dove,cafdov1
Ptilinopus perlatus,Pink-spotted Fruit-Dove,psfdov1
Ptilinopus wallacii,Wallace's Fruit-Dove,wafdov1
Ptilinopus aurantiifrons,Orange-fronted Fruit-Dove,offdov1
Ptilinopus ornatus,Ornate Fruit-Dove,orfdov1
Ptilinopus insolitus,Knob-billed Fruit-Dove,kbfdov1
Ptilinopus pulchellus,Beautiful Fruit-Dove,befdov1
Ptilinopus monacha,Blue-capped Fruit-Dove,bcfdov2
Ptilinopus coronulatus,Coroneted Fruit-Dove,cofdov1
Ptilinopus regina,Rose-crowned Fruit-Dove,rcfdov1
Ptilinopus mercierii,Red-moustached Fruit-Dove,rmfdov1
Ptilinopus dupetithouarsii,White-capped Fruit-Dove,wcfdov1
Ptilinopus greyi,Red-bellied Fruit-Dove,rbfdov1
Ptilinopus porphyraceus,Crimson-crowned Fruit-Dove,ccfdov1
Ptilinopus pelewensis,Palau Fruit-Dove,pafdov1
Ptilinopus roseicapilla,Mariana Fruit-Dove,mafdov2
Ptilinopus richardsii,Silver-capped Fruit-Dove,scfdov1
Ptilinopus perousii,Many-colored Fruit-Dove,mcfdov1
Ptilinopus ponapensis,Purple-capped Fruit-Dove,pucfrd1
Ptilinopus huttoni,Rapa Fruit-Dove,rafdov1
Ptilinopus insularis,Henderson Island Fruit-Dove,hifdov1
Ptilinopus coralensis,Atoll Fruit-Dove,atfdov1
Ptilinopus chalcurus,Makatea Fruit-Dove,mafdov1
Ptilinopus rarotongensis,Cook Islands Fruit-Dove,cifdov1
Ptilinopus chrysogaster,Raiatea Fruit-Dove,gygfrd2
Ptilinopus hernsheimi,Kosrae Fruit-Dove,kosfrd1
Ptilinopus purpuratus,Gray-green Fruit-Dove,gygfrd1
Ducula poliocephala,Pink-bellied Imperial-Pigeon,pbipig1
Ducula forsteni,White-bellied Imperial-Pigeon,wbipig1
Ducula mindorensis,Mindoro Imperial-Pigeon,miipig2
Ducula radiata,Gray-headed Imperial-Pigeon,gyhimp1
Ducula carola,Spotted Imperial-Pigeon,spipig3
Ducula aenea,Green Imperial-Pigeon,gripig1
Ducula oenothorax,Enggano Imperial-Pigeon,grnimp5
Ducula nicobarica,Nicobar Imperial-Pigeon,grnimp2
Ducula perspicillata,Spectacled Imperial-Pigeon,wheimp2
Ducula neglecta,Seram Imperial-Pigeon,wheimp1
Ducula concinna,Elegant Imperial-Pigeon,elipig1
Ducula pacifica,Pacific Imperial-Pigeon,paipig1
Ducula rubricera,Red-knobbed Imperial-Pigeon,rkipig1
Ducula oceanica,Micronesian Imperial-Pigeon,miipig1
Ducula aurorae,Polynesian Imperial-Pigeon,poipig1
Ducula galeata,Nuku Hiva Imperial-Pigeon,marimp1
Ducula myristicivora,Spice Imperial-Pigeon,spipig1
Ducula geelvinkiana,Geelvink Imperial-Pigeon,spiimp2
Ducula rufigaster,Purple-tailed Imperial-Pigeon,ptipig1
Ducula basilica,Cinnamon-bellied Imperial-Pigeon,cbipig2
Ducula finschii,Finsch's Imperial-Pigeon,fiipig1
Ducula chalconota,Rufescent Imperial-Pigeon,rufimp1
Ducula pistrinaria,Island Imperial-Pigeon,isipig1
Ducula rosacea,Pink-headed Imperial-Pigeon,phipig1
Ducula whartoni,Christmas Island Imperial-Pigeon,ciipig1
Ducula pickeringii,Gray Imperial-Pigeon,gryimp1
Ducula latrans,Barking Imperial-Pigeon,peipig1
Ducula brenchleyi,Chestnut-bellied Imperial-Pigeon,cbipig1
Ducula bakeri,Baker's Imperial-Pigeon,baipig1
Ducula goliath,New Caledonian Imperial-Pigeon,ncipig1
Ducula pinon,Pinon's Imperial-Pigeon,piipig2
Ducula melanochroa,Bismarck Imperial-Pigeon,biipig1
Ducula mullerii,Collared Imperial-Pigeon,coipig1
Ducula zoeae,Zoe's Imperial-Pigeon,zoeimp1
Ducula cuprea,Malabar Imperial-Pigeon,mouimp1
Ducula badia,Mountain Imperial-Pigeon,moipig1
Ducula lacernulata,Dark-backed Imperial-Pigeon,dbipig1
Ducula cineracea,Timor Imperial-Pigeon,tiipig1
Ducula bicolor,Pied Imperial-Pigeon,piipig1
Ducula subflavescens,Yellowish Imperial-Pigeon,torimp2
Ducula spilorrhoa,Torresian Imperial-Pigeon,torimp1
Ducula luctuosa,Silver-tipped Imperial-Pigeon,whiimp1
Lopholaimus antarcticus,Topknot Pigeon,toppig1
Hemiphaga novaeseelandiae,New Zealand Pigeon,nezpig2
Hemiphaga chathamensis,Chatham Islands Pigeon,nezpig3
Cryptophaps poecilorrhoa,Sombre Pigeon,sompig2
Gymnophaps albertisii,Papuan Mountain-Pigeon,pampig2
Gymnophaps mada,Buru Mountain-Pigeon,lotmop1
Gymnophaps stalkeri,Seram Mountain-Pigeon,lotmop2
Gymnophaps solomonensis,Pale Mountain-Pigeon,pampig1
Mesitornis variegatus,White-breasted Mesite,whbmes2
Mesitornis unicolor,Brown Mesite,bromes1
Monias benschi,Subdesert Mesite,submes1
Syrrhaptes tibetanus,Tibetan Sandgrouse,tibsan1
Syrrhaptes paradoxus,Pallas's Sandgrouse,palsan1
Pterocles alchata,Pin-tailed Sandgrouse,pitsan1
Pterocles namaqua,Namaqua Sandgrouse,namsan1
Pterocles exustus,Chestnut-bellied Sandgrouse,chbsan
Pterocles senegallus,Spotted Sandgrouse,sposan1
Pterocles orientalis,Black-bellied Sandgrouse,blbsan1
Pterocles gutturalis,Yellow-throated Sandgrouse,yetsan1
Pterocles coronatus,Crowned Sandgrouse,crosan1
Pterocles decoratus,Black-faced Sandgrouse,blfsan1
Pterocles personatus,Madagascar Sandgrouse,madsan1
Pterocles lichtensteinii,Lichtenstein's Sandgrouse,licsan1
Pterocles bicinctus,Double-banded Sandgrouse,dobsan1
Pterocles quadricinctus,Four-banded Sandgrouse,fobsan1
Pterocles indicus,Painted Sandgrouse,paisan1
Pterocles burchelli,Burchell's Sandgrouse,bursan1
Otis tarda,Great Bustard,grebus1
Ardeotis arabs,Arabian Bustard,arabus1
Ardeotis kori,Kori Bustard,korbus1
Ardeotis nigriceps,Great Indian Bustard,indbus1
Ardeotis australis,Australian Bustard,ausbus1
Chlamydotis undulata,African Houbara,houbus1
Chlamydotis macqueenii,Asian Houbara,macbus1
Neotis ludwigii,Ludwig's Bustard,ludbus1
Neotis denhami,Denham's Bustard,stabus1
Neotis heuglinii,Heuglin's Bustard,heubus1
Neotis nuba,Nubian Bustard,nubbus1
Eupodotis senegalensis,White-bellied Bustard,whbbus2
Eupodotis caerulescens,Blue Bustard,blubus1
Heterotetrax vigorsii,Karoo Bustard,karbus1
Heterotetrax rueppelii,Rüppell's Bustard,ruebus1
Heterotetrax humilis,Little Brown Bustard,libbus1
Lophotis savilei,Savile's Bustard,savbus1
Lophotis gindiana,Buff-crested Bustard,bucbus1
Lophotis ruficrista,Red-crested Bustard,recbus1
Afrotis afra,Black Bustard,blabus3
Afrotis afraoides,White-quilled Bustard,whqbus1
Lissotis melanogaster,Black-bellied Bustard,bkbbus1
Lissotis hartlaubii,Hartlaub's Bustard,harbus2
Houbaropsis bengalensis,Bengal Florican,benflo2
Sypheotides indicus,Lesser Florican,lesflo2
Tetrax tetrax,Little Bustard,litbus1
Corythaeola cristata,Great Blue Turaco,grbtur1
Crinifer concolor,Gray Go-away-bird,grygab1
Crinifer personatus,Bare-faced Go-away-bird,bfgbir1
Crinifer leucogaster,White-bellied Go-away-bird,wbgbir1
Crinifer piscator,Western Plantain-eater,wesple1
Crinifer zonurus,Eastern Plantain-eater,easple1
Gallirex johnstoni,Rwenzori Turaco,ruwtur2
Gallirex porphyreolophus,Purple-crested Turaco,puctur2
Menelikornis leucotis,White-cheeked Turaco,whctur1
Menelikornis ruspolii,Prince Ruspoli's Turaco,prrtur1
Tauraco violaceus,Violet Turaco,viotur1
Tauraco rossae,Ross's Turaco,rostur1
Tauraco macrorhynchus,Yellow-billed Turaco,yebtur1
Tauraco bannermani,Bannerman's Turaco,bantur1
Tauraco leucolophus,White-crested Turaco,whctur2
Tauraco schuettii,Black-billed Turaco,blbtur1
Tauraco schalowi,Schalow's Turaco,schtur1
Tauraco erythrolophus,Red-crested Turaco,rectur1
Tauraco persa,Guinea Turaco,guitur1
Tauraco hartlaubi,Hartlaub's Turaco,hartur1
Tauraco fischeri,Fischer's Turaco,fistur1
Tauraco livingstonii,Livingstone's Turaco,livtur1
Tauraco corythaix,Knysna Turaco,knytur1
Guira guira,Guira Cuckoo,guicuc1
Crotophaga major,Greater Ani,greani1
